0,1,2,3,4,5,6,7,8,9,10
0.5733307225,0.1852359507,0.0614842373,0.0048952418,0.0436655571,0.0971215978,0.0050910515,0.0025455257,0.0248678285,0.0013706677,0.0003916193
0.5684354807,0.1875856667,0.0620716663,0.0060700999,0.0440571764,0.0984922655,0.0037203838,0.0029371451,0.0248678285,0.0007832387,0.0009790484
0.5721558645,0.1877814764,0.0599177599,0.0066575289,0.0438613668,0.0979048365,0.0037203838,0.0023497161,0.0211474447,0.0015664774,0.0029371451
0.5748971999,0.1891521441,0.0607009986,0.0062659095,0.0405326023,0.0943802624,0.0029371451,0.0019580967,0.0225181124,0.0033287644,0.0033287644
0.5788133934,0.1889563344,0.0607009986,0.0058742902,0.0436655571,0.0885059722,0.0050910515,0.0015664774,0.0213432544,0.0023497161,0.0031329548
0.5774427257,0.1940473859,0.062267476,0.0037203838,0.0403367926,0.0875269238,0.0050910515,0.000587429,0.0233013511,0.0025455257,0.0031329548
0.576072058,0.1956138633,0.0626590954,0.0062659095,0.041315841,0.0861562561,0.0029371451,0.000587429,0.0227139221,0.0015664774,0.0041120031
0.5750930096,0.1973761504,0.0591345212,0.0060700999,0.040140983,0.0902682593,0.0025455257,0.0015664774,0.022126493,0.0027413354,0.0029371451
0.577246916,0.1956138633,0.0614842373,0.0058742902,0.0395535539,0.0890934012,0.0037203838,0.0017622871,0.020364206,0.0017622871,0.0035245741
0.5770511063,0.194634815,0.0618758567,0.0060700999,0.0403367926,0.0867436851,0.0046994322,0.0023497161,0.0213432544,0.0021539064,0.0027413354
0.5762678676,0.1985510084,0.062267476,0.0035245741,0.041315841,0.0840023497,0.0041120031,0.0013706677,0.0234971608,0.0033287644,0.0017622871
0.5794008224,0.1960054827,0.0624632857,0.0046994322,0.0387703153,0.0851772078,0.0029371451,0.001174858,0.0236929704,0.0035245741,0.0021539064
0.578421774,0.1962012923,0.062267476,0.0056784805,0.0379870766,0.0890934012,0.0027413354,0.0003916193,0.021539064,0.0039161935,0.0017622871
0.5803798708,0.196397102,0.061092618,0.0064617192,0.0415116507,0.0812610143,0.0019580967,0.000587429,0.0250636381,0.0035245741,0.0017622871
0.5809672998,0.1983551987,0.0614842373,0.0064617192,0.0387703153,0.0830233014,0.0029371451,0.001174858,0.0217348737,0.0033287644,0.0017622871
0.578421774,0.2018797729,0.0634423341,0.0045036225,0.0405326023,0.0785196789,0.0035245741,0.0009790484,0.0231055414,0.0029371451,0.0021539064
0.5792050127,0.2030546309,0.0626590954,0.0078323869,0.0354415508,0.0771490112,0.0043078128,0.000587429,0.0242803995,0.0027413354,0.0027413354
0.5823379675,0.2050127276,0.0607009986,0.0060700999,0.0379870766,0.0765615821,0.0021539064,0.0007832387,0.0229097317,0.0023497161,0.0031329548
0.5823379675,0.2073624437,0.0618758567,0.0048952418,0.0354415508,0.0789112982,0.0029371451,0.0009790484,0.0195809673,0.0037203838,0.0019580967
0.5848834932,0.2057959663,0.0608968083,0.0031329548,0.0379870766,0.073624437,0.0027413354,0.0013706677,0.0244762091,0.0019580967,0.0031329548
0.5860583513,0.2050127276,0.0636381437,0.0031329548,0.0364205992,0.0771490112,0.0021539064,0.0007832387,0.020364206,0.0025455257,0.0027413354
0.5860583513,0.2056001566,0.0612884276,0.0037203838,0.0372038379,0.0779322499,0.0015664774,0.0007832387,0.020951635,0.0021539064,0.0027413354
0.5848834932,0.2030546309,0.0648130018,0.0029371451,0.0364205992,0.0744076757,0.0023497161,0.0003916193,0.0256510672,0.0023497161,0.0027413354
0.5813589191,0.2052085373,0.062854905,0.0039161935,0.040140983,0.0744076757,0.0021539064,0.0009790484,0.0234971608,0.0031329548,0.0023497161
0.5821421578,0.2032504406,0.0634423341,0.0039161935,0.040140983,0.0751909144,0.0025455257,0.0007832387,0.0236929704,0.0013706677,0.0035245741
0.5790092031,0.2046211083,0.0652046211,0.0031329548,0.0393577443,0.0794987272,0.0023497161,0.0013706677,0.0205600157,0.0017622871,0.0031329548
0.5797924417,0.2050127276,0.0634423341,0.0037203838,0.0383786959,0.0794987272,0.0019580967,0.0017622871,0.021539064,0.0009790484,0.0039161935
0.5774427257,0.2056001566,0.0638339534,0.0050910515,0.0372038379,0.0791071079,0.0033287644,0.0007832387,0.0223223027,0.0021539064,0.0031329548
0.5794008224,0.2016839632,0.0634423341,0.0037203838,0.042490699,0.0728411984,0.0029371451,0.0013706677,0.0272175445,0.0019580967,0.0029371451
0.5768552967,0.2032504406,0.062854905,0.0074407676,0.040140983,0.0779322499,0.0025455257,0.0009790484,0.0229097317,0.0017622871,0.0033287644
0.5774427257,0.2036420599,0.062267476,0.0066575289,0.0403367926,0.0744076757,0.0025455257,0.0007832387,0.0270217349,0.001174858,0.0037203838
0.5768552967,0.2087331114,0.0626590954,0.0056784805,0.0383786959,0.0742118661,0.0029371451,0.0007832387,0.0248678285,0.0021539064,0.0027413354
0.5825337772,0.2063833953,0.0655962405,0.0035245741,0.0360289798,0.0704914823,0.0017622871,0.0013706677,0.0272175445,0.0013706677,0.0037203838
0.5819463481,0.2138241629,0.0587429019,0.0058742902,0.0328960251,0.0708831016,0.0015664774,0.000587429,0.0287840219,0.0015664774,0.0033287644
0.5821421578,0.214999021,0.0587429019,0.0062659095,0.0336792638,0.0654004308,0.0029371451,0.000587429,0.030546309,0.0027413354,0.0019580967
0.5837086352,0.2138241629,0.0595261406,0.0046994322,0.0336792638,0.0700998629,0.0017622871,0.0001958097,0.0274133542,0.0013706677,0.0037203838
0.5825337772,0.2148032113,0.0587429019,0.0062659095,0.031721167,0.0652046211,0.0017622871,0.0013706677,0.0336792638,0.0017622871,0.0021539064
0.5827295868,0.2175445467,0.0599177599,0.0054826708,0.031721167,0.0683375759,0.0025455257,0.0001958097,0.0313295477,0,0.0001958097
0.5844918739,0.2310554141,0.0473859409,0.0052868612,0.0327002154,0.061680047,0.0019580967,0.0003916193,0.0348541218,0.0001958097,0
0.5860583513,0.259252007,0.0180144899,0.010769532,0.032308596,0.0589387116,0.0007832387,0,0.0336792638,0.0001958097,0
0.5844918739,0.2663011553,0.011356961,0.0105737223,0.0313295477,0.0573722342,0.0009790484,0.0001958097,0.0372038379,0.0001958097,0
0.5891913061,0.2661053456,0.0099862933,0.0093988643,0.031133738,0.0589387116,0.0003916193,0.0003916193,0.0344625024,0,0
0.5909535931,0.2649304876,0.0092030546,0.0105737223,0.030546309,0.0532602311,0.000587429,0.0001958097,0.0397493636,0,0
0.5921284511,0.2645388682,0.0084198159,0.010182103,0.0325044057,0.0560015665,0.0003916193,0.0001958097,0.0356373605,0,0
0.5931074995,0.2678676327,0.0041120031,0.010769532,0.0295672606,0.0550225181,0,0,0.0395535539,0,0
0.5966320736,0.2663011553,0.0045036225,0.0092030546,0.0303504993,0.0577638535,0.0003916193,0.0001958097,0.0344625024,0.0001958097,0
0.5978069317,0.2651262972,0.0035245741,0.009594674,0.0293714509,0.0558057568,0.0001958097,0.0001958097,0.0383786959,0,0
0.5960446446,0.2678676327,0.0027413354,0.0082240063,0.0330918347,0.052085373,0.0001958097,0,0.0397493636,0,0
0.5972195026,0.2653221069,0.0031329548,0.010182103,0.0297630703,0.0556099471,0.0001958097,0,0.0385745056,0,0
