0,1,2,3,4,5,6,7,8,9,10
0.9310011062,0.0684457965,0.0002765487,0,0.0001382743,0,0.0001382743,0,0,0,0
0.9330752212,0.0663716814,0.000414823,0,0,0,0.0001382743,0,0,0,0
0.9329369469,0.0660951327,0.000414823,0.0001382743,0,0.0002765487,0.0001382743,0,0,0,0
0.9326603982,0.0669247788,0,0,0,0.0001382743,0,0,0,0,0.0002765487
0.9340431416,0.0656803097,0.0001382743,0,0,0,0,0,0,0.0001382743,0
0.9316924779,0.0678926991,0.0001382743,0,0,0,0.0002765487,0,0,0,0
0.9337665929,0.0659568584,0.0001382743,0,0,0,0.0001382743,0,0,0,0
0.9332134956,0.0663716814,0.0001382743,0.0002765487,0,0,0,0,0,0,0
0.9323838496,0.0676161504,0,0,0,0,0,0,0,0,0
0.9348727876,0.0647123894,0.0001382743,0,0,0.0001382743,0,0.0001382743,0,0,0
0.9326603982,0.0672013274,0,0,0,0,0.0001382743,0,0,0,0
0.9332134956,0.0665099558,0.0001382743,0,0,0,0.0001382743,0,0,0,0
0.9334900442,0.0663716814,0,0,0,0,0,0,0,0,0.0001382743
0.9345962389,0.0654037611,0,0,0,0,0,0,0,0,0
0.9343196903,0.0654037611,0.0001382743,0,0.0001382743,0,0,0,0,0,0
0.9333517699,0.0662334071,0.0002765487,0,0.0001382743,0,0,0,0,0,0
0.9348727876,0.0647123894,0.0001382743,0,0.0002765487,0,0,0,0,0,0
0.9332134956,0.0663716814,0.0002765487,0.0001382743,0,0,0,0,0,0,0
0.9344579646,0.0654037611,0.0001382743,0,0,0,0,0,0,0,0
0.9321073009,0.0676161504,0.0001382743,0,0,0,0,0,0,0.0001382743,0
0.935425885,0.0642975664,0.0001382743,0,0,0,0,0,0,0,0.0001382743
0.9319690265,0.0678926991,0,0,0,0,0,0,0.0001382743,0,0
0.9357024336,0.0638827434,0.0002765487,0,0,0,0.0001382743,0,0,0,0
0.9321073009,0.0677544248,0,0,0,0,0.0001382743,0,0,0,0
0.9337665929,0.0660951327,0.0001382743,0,0,0,0,0,0,0,0
0.9339048673,0.0660951327,0,0,0,0,0,0,0,0,0
0.9330752212,0.0667865044,0.0001382743,0,0,0,0,0,0,0,0
0.9345962389,0.0648506637,0.000414823,0,0,0.0001382743,0,0,0,0,0
0.9329369469,0.0669247788,0,0,0,0,0,0,0,0,0.0001382743
0.9332134956,0.0663716814,0.0002765487,0,0,0,0,0,0,0.0001382743,0
0.9334900442,0.0662334071,0.0001382743,0,0,0,0.0001382743,0,0,0,0
0.9323838496,0.0669247788,0.000414823,0,0,0,0.0001382743,0,0.0001382743,0,0
0.9341814159,0.0647123894,0.000829646,0,0.0001382743,0,0,0,0.0001382743,0,0
0.9312776549,0.0681692478,0.0002765487,0.0001382743,0,0,0,0,0.0001382743,0,0
0.9344579646,0.0648506637,0.0002765487,0,0.0001382743,0.0001382743,0,0,0,0,0.0001382743
0.9325221239,0.0662334071,0.000829646,0.0001382743,0,0,0.0001382743,0,0,0,0.0001382743
0.9343196903,0.0649889381,0.000414823,0,0,0,0,0.0001382743,0,0,0.0001382743
0.9326603982,0.0655420354,0.0011061947,0.0001382743,0,0.0001382743,0.0002765487,0,0,0,0.0001382743
0.9305862832,0.0667865044,0.001659292,0,0,0.0001382743,0.000414823,0,0,0.0002765487,0.0001382743
0.9325221239,0.063329646,0.002074115,0.0002765487,0.0002765487,0.0005530973,0.000414823,0,0.0001382743,0.0001382743,0.0002765487
0.9282356195,0.0684457965,0.0017975664,0.0002765487,0.0001382743,0.0002765487,0.000414823,0.0001382743,0.0001382743,0.0001382743,0
0.9298949115,0.0669247788,0.0019358407,0,0.000414823,0,0.000414823,0.0001382743,0,0.0001382743,0.0001382743
0.9285121681,0.0676161504,0.0024889381,0.0001382743,0.0001382743,0.000414823,0.0001382743,0.0002765487,0.0001382743,0.0001382743,0
0.9271294248,0.0681692478,0.0027654867,0.0015210177,0.0001382743,0,0.0001382743,0,0,0,0.0001382743
0.9253318584,0.0683075221,0.0033185841,0.0009679204,0.0006913717,0.0006913717,0.000414823,0.0002765487,0,0,0
0.9138550885,0.0689988938,0.0038716814,0.0011061947,0.0013827434,0.0074668142,0.0023506637,0.0002765487,0.0001382743,0.000414823,0.0001382743
0.9131637168,0.0732853982,0.0074668142,0.0019358407,0.0005530973,0.0022123894,0.0005530973,0,0.0001382743,0.000414823,0.0002765487
0.9182798673,0.0689988938,0.0070519912,0.000829646,0.001244469,0.002074115,0.0006913717,0.0005530973,0,0,0.0002765487
0.9188329646,0.0694137168,0.0084347345,0.000829646,0.0005530973,0.0002765487,0.0002765487,0.0006913717,0.0001382743,0,0.0005530973
0.9203539823,0.0706581858,0.0048396018,0.001244469,0.0006913717,0.000829646,0.000414823,0.0001382743,0.0002765487,0.0001382743,0.000414823
0.9224280973,0.0677544248,0.0048396018,0.001659292,0.0006913717,0.0009679204,0.0006913717,0.000414823,0.0001382743,0.0002765487,0.0001382743
0.9177267699,0.0703816372,0.0048396018,0.0015210177,0.0011061947,0.0024889381,0.0009679204,0.0001382743,0,0.0001382743,0.0006913717
0.9170353982,0.0717643805,0.0058075221,0.0015210177,0.0002765487,0.0013827434,0.0009679204,0.000414823,0.000414823,0,0.000414823
