0,1,2,3,4,5,6,7,8,9,10
0.3980080296,0.2534743669,0.0440472514,0.0376003706,0.0280265596,0.0399166152,0.0428891291,0.0459388511,0.0562847437,0.0395305744,0.0142835083
0.4026405188,0.2552115503,0.0444718962,0.0366352687,0.0283739963,0.0383724521,0.0411905497,0.0434295862,0.0537368746,0.0399938233,0.0159434836
0.406269302,0.2562924645,0.0451667696,0.0374073502,0.0274474985,0.0369054972,0.0410747375,0.0400324274,0.0535052502,0.0403798641,0.0155188388
0.4123687461,0.2557134033,0.0447035207,0.0366352687,0.0255558987,0.0376775788,0.040302656,0.0404956763,0.0537754787,0.0378319951,0.0149397776
0.4149552193,0.256562693,0.0457458308,0.0371757258,0.0261735639,0.0363264361,0.0390673255,0.0388357011,0.0516908586,0.0393761581,0.014090488
0.4159203212,0.2604231007,0.0459774552,0.0366738728,0.0241661519,0.0365580605,0.0384496603,0.037291538,0.0513434219,0.0391059296,0.014090488
0.4203211859,0.2591877702,0.0465951204,0.0369441013,0.0251312539,0.0355157505,0.0364036442,0.0361334157,0.0515750463,0.0379092032,0.0142835083
0.4212476838,0.2608091414,0.0475602224,0.0363264361,0.0248224212,0.0346278567,0.0364036442,0.0353999382,0.0523085238,0.0370599135,0.0134342187
0.4215951204,0.2641676961,0.0481392835,0.0369054972,0.0233168623,0.0338171711,0.0348980852,0.0346278567,0.0524629401,0.0369054972,0.0131639901
0.4248378629,0.2626621371,0.0480234713,0.0382180358,0.0226219889,0.0332381099,0.0345506485,0.0347050649,0.0520768993,0.0359017912,0.0131639901
0.4240271773,0.2647467573,0.0482936998,0.0379864114,0.0227764052,0.03428042,0.0337399629,0.0343962322,0.0525015442,0.0344348363,0.0128165534
0.4269610871,0.2638974676,0.0490271773,0.0374459543,0.0234326745,0.0332381099,0.0333539222,0.0334311303,0.0511504015,0.0344348363,0.013627239
0.4281578135,0.2642063002,0.0495676343,0.0377161828,0.0230080296,0.0335469426,0.0324274243,0.0343190241,0.0503011118,0.0343576282,0.0123919086
0.4269996912,0.2674104385,0.0519610871,0.038797097,0.0236256949,0.0336241507,0.0287986411,0.0334697344,0.050416924,0.0323116121,0.012584929
0.4302810377,0.2670630019,0.0548177888,0.0384496603,0.0227378011,0.032774861,0.0272930821,0.0314623224,0.0486797406,0.0341646078,0.0122760964
0.4321726374,0.2679122915,0.0557056825,0.0381794317,0.0226219889,0.0324274243,0.0259033354,0.0314237183,0.0497220506,0.0315395306,0.0123919086
0.432944719,0.2679508956,0.0571726374,0.0376003706,0.0222745522,0.032234404,0.0243591723,0.0318483632,0.0496834466,0.0315395306,0.0123919086
0.4330219271,0.2685299568,0.0571726374,0.0383338481,0.0228536133,0.031230698,0.0247838172,0.0315781347,0.048872761,0.0310762817,0.0125463249
0.4330605312,0.2690318098,0.0567093885,0.0379864114,0.0222359481,0.0323502162,0.0245907968,0.0303042001,0.0462476838,0.03428042,0.0132025942
0.4342572576,0.2682211242,0.0573656578,0.0377547869,0.0228536133,0.0325046325,0.0224289685,0.0306902409,0.0474444101,0.0346664608,0.0118128474
0.4354539839,0.2675648548,0.0567865967,0.0375231624,0.0223903644,0.0320027795,0.0250926498,0.0305358246,0.0490271773,0.0320027795,0.0116198271
0.435492588,0.2670243978,0.057983323,0.037793391,0.0230852378,0.0316553428,0.0233168623,0.0310376776,0.048370908,0.0318097591,0.0124305127
0.4339098209,0.2688773935,0.0580991353,0.0380636195,0.0218499074,0.032273008,0.0240889438,0.030767449,0.0484867202,0.0315781347,0.0120058678
0.4367279185,0.266638357,0.0578289067,0.0382180358,0.0227378011,0.0323888203,0.0227378011,0.0309990735,0.0486411365,0.0309604694,0.01212168
0.4346432983,0.2690704138,0.0580605312,0.0376775788,0.022699197,0.0315395306,0.0239731316,0.0289530574,0.0343962322,0.0465179123,0.0124691167
0.435492588,0.2688001853,0.0575972823,0.0380250154,0.0218885114,0.0318097591,0.0238187153,0.0296865349,0.0389129092,0.0422328598,0.0117356393
0.4392757875,0.2643607165,0.0576358863,0.0382180358,0.0225833848,0.0319641754,0.0245907968,0.028721433,0.0391445337,0.0408817171,0.012623533
0.4361488573,0.267642063,0.0573656578,0.0379864114,0.0230466337,0.0314623224,0.0237415071,0.0311148857,0.0401482397,0.0386812847,0.0126621371
0.4347205065,0.2692248301,0.0577130945,0.0377547869,0.0228150093,0.0316939469,0.0236642989,0.0304972205,0.039337554,0.0390287214,0.0135500309
0.4365735022,0.2662137122,0.0582149475,0.0376775788,0.0226219889,0.0319641754,0.0240503397,0.031230698,0.0410747375,0.0394533663,0.0109249537
0.4376158122,0.2655574429,0.0576358863,0.0378705991,0.0232782582,0.0314237183,0.0236642989,0.0321957999,0.0409975293,0.0377161828,0.0120444719
0.4355311921,0.2674490426,0.0570954293,0.0383724521,0.0230080296,0.032234404,0.0237415071,0.032234404,0.0450123533,0.0333539222,0.0119672637
0.4350679432,0.2680667078,0.0570568252,0.0380636195,0.0233940704,0.0316167387,0.0239731316,0.0323502162,0.0496448425,0.0305744287,0.0101914762
0.4377702285,0.2643607165,0.0582921557,0.0378705991,0.0222745522,0.0316553428,0.0237801112,0.0338943792,0.0498378629,0.0286828289,0.011581223
0.4351065473,0.2673718345,0.0574042619,0.0380250154,0.0228150093,0.0321185917,0.0241275479,0.034782273,0.0491429895,0.0285284126,0.010577517
0.4370753552,0.2654802347,0.0575200741,0.037291538,0.0229308215,0.0324274243,0.0236642989,0.0346664608,0.049876467,0.0278721433,0.0111951822
0.4351451513,0.2664839407,0.056941013,0.0381022236,0.0240889438,0.0321185917,0.0233554663,0.035284126,0.0485639284,0.0293390982,0.010577517
0.4338712168,0.2657504632,0.0577516986,0.0379478073,0.0220815318,0.0328520692,0.0252470661,0.035785979,0.0490271773,0.0293390982,0.0103458925
0.4335237801,0.2656732551,0.0572884497,0.037291538,0.0234326745,0.0329292773,0.0247452131,0.0365966646,0.048911365,0.0289916615,0.0106161211
0.4319024089,0.2661751081,0.0560145151,0.0374459543,0.0232782582,0.0328520692,0.0259805435,0.0376003706,0.0486797406,0.0296479308,0.0104231007
0.4320568252,0.2643221124,0.0561303274,0.0369441013,0.0231238419,0.0326204447,0.0268298332,0.0398780111,0.0482550957,0.0291846819,0.0106547251
0.4320568252,0.2632798023,0.0548949969,0.0376775788,0.0243977764,0.0313079061,0.0277563311,0.0387584929,0.0482936998,0.0309604694,0.0106161211
0.430435454,0.2626621371,0.0548563928,0.037291538,0.0236642989,0.0325432366,0.0284898085,0.0409589253,0.048370908,0.029725139,0.0110021618
0.4286596665,0.2616198271,0.0538912909,0.0376003706,0.024706609,0.0325046325,0.0298023471,0.0406114886,0.0496834466,0.0293777023,0.0115426189
0.4280806053,0.2593421865,0.0533122298,0.0377161828,0.024706609,0.0328906733,0.0311148857,0.0415379864,0.0492201977,0.0311148857,0.0109635578
0.4250308833,0.2580296479,0.0514978382,0.0379092032,0.0240117356,0.0349366893,0.032774861,0.0439314392,0.0506871526,0.0301497838,0.0110407659
0.4207844348,0.2579910439,0.0515364422,0.0369827054,0.0265982088,0.0331609018,0.0350138975,0.0441244595,0.0501080914,0.0321185917,0.011581223
0.4221355775,0.2536287832,0.0505327363,0.0378319951,0.0246680049,0.0343962322,0.0363264361,0.045861643,0.0510731933,0.0316553428,0.0118900556
0.42035979,0.2520846201,0.0495676343,0.0385268684,0.0253242742,0.0349366893,0.0366738728,0.0469039531,0.0512276096,0.032774861,0.0116198271
0.4160361334,0.2527022854,0.0475602224,0.0386040766,0.0255945028,0.0347050649,0.0405342804,0.0490271773,0.0518452749,0.0323888203,0.0110021618
0.4160361334,0.2485330451,0.045861643,0.0379864114,0.0269070414,0.0353227301,0.0394147622,0.0516136504,0.0536210624,0.0331609018,0.0115426189
0.4112106238,0.2484558369,0.0450123533,0.037291538,0.0263279802,0.0354385423,0.0433909821,0.0523857319,0.0547791847,0.0321957999,0.0135114268
0.4106315627,0.2450586782,0.0444332922,0.0372529339,0.027215874,0.0349366893,0.0434295862,0.0530420012,0.0575972823,0.0341260037,0.0122760964
0.408276714,0.2434759111,0.0439700432,0.0378705991,0.0277949351,0.0356315627,0.0420012353,0.0555512662,0.0571340334,0.035284126,0.0130095738
0.4056516368,0.2438233477,0.0443946881,0.0367510809,0.0294935145,0.0353999382,0.0432365658,0.054431748,0.0597205065,0.0346664608,0.0124305127
0.405265596,0.2401559605,0.0434681902,0.0383338481,0.0293777023,0.0351297097,0.043352378,0.0545089561,0.0598749228,0.0375617665,0.0129709697
0.400710315,0.2403875849,0.0429277332,0.0391831377,0.0296093267,0.0346278567,0.0446649166,0.0565549722,0.0587940086,0.0385268684,0.0140132798
