s0,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10
7.804178634326145,8.929552723554982,8.393006096671078,8.130166589610935,8.017333195994496,8.341528385157783,8.724758972012605,8.223005113470613,7.634903631931585,8.014151708278328,8.73337327245931
1.3675826986250135,1.166224349218258,1.2478508805507043,1.0557263489944149,1.2640020500791238,1.2684682697474496,1.1172389073278346,1.3301653441815766,1.2812049831098602,1.2351489106151734,1.1608135224513838
4.292586856486427,6.565001251953375,4.290409132601102,5.354992175977464,4.497710153650599,4.198255417044928,5.2082620274256115,4.0066715900559995,4.578227422429051,4.35695217851043,7.122058732622362
